key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Flower1,Ecc,Flower_2,similarity,response_time,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Flower2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer8,rt8,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,PF,,7,1.500995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,80,1,0,0,response1disk,1,19,10,2,1,0,0,rectangle,10,2,1,0,0,6,3,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",10,2,1,0,0,0,18,18,159,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,9,PF,,0,1.60167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,93,1,0,0,response7disk,9,20,4,-3,1,0,0,rectangle,4,-3,1,0,0,6,1,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",4,-3,1,0,0,0,19,19,106,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,FF,,0,1.880695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,92,1,0,0,response7disk,8,21,2,6,1,0,0,rectangle,2,6,1,0,0,6,1,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",2,6,1,0,0,0,20,20,16,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,PF,,3,1.65327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,-71,1,0,0,response5disk,4,22,5,-1,1,0,0,rectangle,5,-1,1,0,0,6,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",5,-1,1,0,0,0,21,21,43,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,PF,,7,1.384565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,79,1,0,0,response1disk,6,23,6,1,1,0,0,rectangle,6,1,1,0,0,6,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",6,1,1,0,0,0,22,22,29,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,PF,,0,1.7346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34,99,1,0,0,response7disk,7,24,5,3,1,0,0,rectangle,5,3,1,0,0,6,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",5,3,1,0,0,0,23,23,51,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,1,FF,,3,8.580155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,-85,1,0,0,response5disk,6,25,-13,3,1,0,0,rectangle,-13,3,1,0,0,6,6,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-13,3,1,0,0,0,24,24,58,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,FF,,0,1.363335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,89,1,0,0,response7disk,3,26,-8,5,1,0,0,rectangle,-8,5,1,0,0,6,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-8,5,1,0,0,0,25,25,73,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,8,PF,,7,1.334115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,82,1,0,0,response1disk,1,27,13,4,1,0,0,rectangle,13,4,1,0,0,6,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",13,4,1,0,0,0,26,26,57,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,1,FF,,7,1.523095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,87,1,0,0,response1disk,4,28,2,1,1,0,0,rectangle,2,1,1,0,0,6,1,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",2,1,1,0,0,0,27,27,135,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,6,FF,,0,1.73529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,96,1,0,0,response7disk,6,29,-1,6,1,0,0,rectangle,-1,6,1,0,0,6,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-1,6,1,0,0,0,28,28,91,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,FF,,7,1.03479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,84,1,0,0,response1disk,5,30,-3,0,1,0,0,rectangle,-3,0,1,0,0,6,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-3,0,1,0,0,0,29,29,116,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,PF,,5,2.486765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,-38,1,0,0,response3disk,5,31,11,4,1,0,0,rectangle,11,4,1,0,0,6,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",11,4,1,0,0,0,30,30,92,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,FF,,7,1.196335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,93,1,0,0,response1disk,9,32,16,9,1,0,0,rectangle,16,9,1,0,0,6,3,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",16,9,1,0,0,0,31,31,61,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,6,PF,,7,1.164045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,89,1,0,0,response1disk,7,33,4,2,1,0,0,rectangle,4,2,1,0,0,6,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",4,2,1,0,0,0,32,32,50,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,PF,,5,2.335945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,-46,1,0,0,response3disk,2,34,20,-5,1,0,0,rectangle,20,-5,1,0,0,6,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",20,-5,1,0,0,0,33,33,32,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,PF,,7,0.947225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,94,1,0,0,response1disk,6,35,16,-1,1,0,0,rectangle,16,-1,1,0,0,6,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",16,-1,1,0,0,0,34,34,113,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,PF,,0,1.47538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,87,1,0,0,response7disk,2,36,5,-3,1,0,0,rectangle,5,-3,1,0,0,6,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",5,-3,1,0,0,0,35,35,14,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,PF,,7,5.727785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,94,1,0,0,response1disk,6,37,9,7,1,0,0,rectangle,9,7,1,0,0,6,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",9,7,1,0,0,0,36,36,103,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,1,FF,,7,1.117895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,72,1,0,0,response1disk,8,38,4,-5,1,0,0,rectangle,4,-5,1,0,0,6,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",4,-5,1,0,0,0,37,37,27,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,6,FF,,4,2.61436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,-93,1,0,0,response3disk,9,39,15,-2,1,0,0,rectangle,15,-2,1,0,0,6,1,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",15,-2,1,0,0,0,38,38,160,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,6,PF,,7,4.13658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,99,1,0,0,response1disk,8,40,15,10,1,0,0,rectangle,15,10,1,0,0,6,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",15,10,1,0,0,0,39,39,64,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,8,PF,,7,1.186595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,72,1,0,0,response1disk,4,41,14,-2,1,0,0,rectangle,14,-2,1,0,0,6,6,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",14,-2,1,0,0,0,40,40,78,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,PF,,4,1.4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,-87,1,0,0,response3disk,7,42,-4,3,1,0,0,rectangle,-4,3,1,0,0,6,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-4,3,1,0,0,0,41,41,146,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,PF,,7,1.3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,78,1,0,0,response1disk,6,43,11,-3,1,0,0,rectangle,11,-3,1,0,0,6,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",11,-3,1,0,0,0,42,42,47,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,FF,,5,3.13757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,-44,1,0,0,response3disk,7,44,0,-5,1,0,0,rectangle,0,-5,1,0,0,6,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",0,-5,1,0,0,0,43,43,87,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,FF,,7,1.217465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,74,1,0,0,response1disk,8,45,17,8,1,0,0,rectangle,70,-38,1,0,0,5,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",21,6,1,0,0,0,44,44,62,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,8,FF,,7,1.0711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,109,1,0,0,response1disk,1,46,4,-4,1,0,0,rectangle,4,-4,1,0,0,5,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",4,-4,1,0,0,0,45,45,20,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,FF,,7,4.80389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,91,1,0,0,response1disk,8,47,12,4,1,0,0,rectangle,12,4,1,0,0,5,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",12,4,1,0,0,0,46,46,97,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,PF,,0,1.605825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,93,1,0,0,response7disk,8,48,5,1,1,0,0,rectangle,5,1,1,0,0,5,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",5,1,1,0,0,0,47,47,149,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,FF,,7,2.003245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,101,1,0,0,response1disk,7,49,-3,3,1,0,0,rectangle,-3,3,1,0,0,5,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-3,3,1,0,0,0,48,48,7,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,PF,,7,0.875975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,89,1,0,0,response1disk,9,50,5,6,1,0,0,rectangle,5,6,1,0,0,5,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",5,6,1,0,0,0,49,49,136,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,PF,,4,1.96893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,-92,1,0,0,response3disk,7,51,-5,2,1,0,0,rectangle,-5,2,1,0,0,5,1,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-5,2,1,0,0,0,50,50,38,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,9,FF,,7,1.417335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,81,1,0,0,response1disk,5,52,11,-3,1,0,0,rectangle,11,-3,1,0,0,5,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",11,-3,1,0,0,0,51,51,128,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,5,PF,,4,1.23936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,-69,1,0,0,response3disk,3,53,7,0,1,0,0,rectangle,7,0,1,0,0,5,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",7,0,1,0,0,0,52,52,109,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,PF,,5,2.609405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-47,1,0,0,response3disk,2,54,24,-1,1,0,0,rectangle,24,-1,1,0,0,5,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",24,-1,1,0,0,0,53,53,108,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,FF,,7,0.990275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,72,1,0,0,response1disk,4,55,9,-1,1,0,0,rectangle,9,-1,1,0,0,5,3,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",9,-1,1,0,0,0,54,54,84,1,,,,,,,,,,,,,,,,,,,,,,,
