key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Flower1,Ecc,Flower_2,similarity,response_time,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Flower2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer8,rt8,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,9,FF,,7,3.11905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,82,1,0,0,response1disk,7,56,8,4,1,0,0,rectangle,8,4,1,0,0,5,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",8,4,1,0,0,0,55,55,100,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,6,PF,,7,6.98795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,93,1,0,0,response1disk,2,57,3,0,1,0,0,rectangle,3,0,1,0,0,5,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",3,0,1,0,0,0,56,56,130,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,FF,,0,1.54117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,100,1,0,0,response7disk,3,58,4,2,1,0,0,rectangle,4,2,1,0,0,5,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",4,2,1,0,0,0,57,57,68,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,PF,,5,1.40383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,-31,1,0,0,response3disk,5,59,-23,3,1,0,0,rectangle,-23,3,1,0,0,5,1,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-23,3,1,0,0,0,58,58,66,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,8,FF,,7,1.17532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,97,1,0,0,response1disk,4,60,12,-5,1,0,0,rectangle,12,-5,1,0,0,5,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",12,-5,1,0,0,0,59,59,88,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,9,PF,,4,2.253065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,-82,1,0,0,response3disk,1,61,16,-6,1,0,0,rectangle,16,-6,1,0,0,5,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",16,-6,1,0,0,0,60,60,74,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,FF,,5,2.405605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,-46,1,0,0,response3disk,5,62,20,0,1,0,0,rectangle,20,0,1,0,0,5,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",20,0,1,0,0,0,61,61,101,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,FF,,7,1.04995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,79,1,0,0,response1disk,6,63,0,-13,1,0,0,rectangle,91,-42,1,0,0,5,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",14,7,1,0,0,0,62,62,95,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,6,FF,,4,2.25723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,-71,1,0,0,response3disk,5,64,16,3,1,0,0,rectangle,16,3,1,0,0,5,6,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",16,3,1,0,0,0,63,63,126,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,1,PF,,7,0.932455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,91,1,0,0,response1disk,7,65,13,10,1,0,0,rectangle,13,10,1,0,0,5,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",13,10,1,0,0,0,64,64,150,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,9,PF,,4,1.417995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,-81,1,0,0,response3disk,6,66,-12,7,1,0,0,rectangle,38,-91,1,0,0,4,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-5,-9,1,0,0,0,65,65,148,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,PF,,7,1.03838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,87,1,0,0,response1disk,1,67,6,-7,1,0,0,rectangle,6,-7,1,0,0,4,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",6,-7,1,0,0,0,66,66,96,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,FF,,0,1.267555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,71,1,0,0,response7disk,7,68,-2,0,1,0,0,rectangle,-2,0,1,0,0,4,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-2,0,1,0,0,0,67,67,34,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,9,FF,,4,1.53064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,-100,1,0,0,response3disk,6,69,-1,4,1,0,0,rectangle,-1,4,1,0,0,4,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-1,4,1,0,0,0,68,68,117,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,8,PF,,4,1.654245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,-65,1,0,0,response3disk,2,70,-1,13,1,0,0,rectangle,-1,13,1,0,0,4,3,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-1,13,1,0,0,0,69,69,83,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,PF,,7,1.168295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,68,1,0,0,response1disk,6,71,4,12,1,0,0,rectangle,4,12,1,0,0,4,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",4,12,1,0,0,0,70,70,120,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,9,PF,,7,1.83426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,80,1,0,0,response1disk,3,72,3,5,1,0,0,rectangle,3,5,1,0,0,4,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",3,5,1,0,0,0,71,71,119,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,FF,,4,2.51858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,-90,1,0,0,response3disk,4,73,1,-5,1,0,0,rectangle,1,-5,1,0,0,4,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",1,-5,1,0,0,0,72,72,145,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,9,FF,,4,1.137745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,-71,1,0,0,response3disk,2,74,-4,1,1,0,0,rectangle,-4,1,1,0,0,4,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-4,1,1,0,0,0,73,73,11,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,FF,,4,1.30159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,-83,1,0,0,response3disk,3,75,2,7,1,0,0,rectangle,2,7,1,0,0,4,6,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",2,7,1,0,0,0,74,74,104,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,PF,,7,2.155855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,84,1,0,0,response1disk,3,76,5,2,1,0,0,rectangle,5,2,1,0,0,4,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",5,2,1,0,0,0,75,75,89,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,FF,,7,1.2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,98,1,0,0,response1disk,1,77,8,6,1,0,0,rectangle,8,6,1,0,0,4,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",8,6,1,0,0,0,76,76,85,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,PF,,5,1.333885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,-37,1,0,0,response3disk,2,78,-8,-3,1,0,0,rectangle,-8,-3,1,0,0,4,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-8,-3,1,0,0,0,77,77,36,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,FF,,7,1.41385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,93,1,0,0,response1disk,4,79,0,1,1,0,0,rectangle,36,-91,1,0,0,4,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",3,-1,1,0,0,0,78,78,110,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,PF,,0,1.27161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,101,1,0,0,response7disk,4,80,-1,4,1,0,0,rectangle,-1,4,1,0,0,4,3,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-1,4,1,0,0,0,79,79,70,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,8,FF,,7,2.052445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,89,1,0,0,response1disk,9,81,-4,-6,1,0,0,rectangle,-4,-6,1,0,0,4,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-4,-6,1,0,0,0,80,80,105,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,1,FF,,7,1.03597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,93,1,0,0,response1disk,7,82,2,-2,1,0,0,rectangle,2,-2,1,0,0,4,3,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",2,-2,1,0,0,0,81,81,137,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,FF,,5,1.87923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,-36,1,0,0,response3disk,5,83,-9,1,1,0,0,rectangle,-9,1,1,0,0,4,7,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-9,1,1,0,0,0,82,82,80,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,1,PF,,6,2.687035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,32,1,0,0,response1disk,2,84,-4,8,1,0,0,rectangle,-4,8,1,0,0,4,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-4,8,1,0,0,0,83,83,24,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,PF,,7,1.139845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,83,1,0,0,response1disk,8,85,0,-7,1,0,0,rectangle,0,-7,1,0,0,4,0,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",0,-7,1,0,0,0,84,84,52,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,PF,,7,0.88452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,104,1,0,0,response1disk,9,86,7,-1,1,0,0,rectangle,7,-1,1,0,0,4,6,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",7,-1,1,0,0,0,85,85,75,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,2,FF,,0,0.936115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,89,1,0,0,response7disk,2,87,-8,8,1,0,0,rectangle,-8,8,1,0,0,4,4,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",-8,8,1,0,0,0,86,86,142,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,1,FF,,7,2.14854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,102,1,0,0,response1disk,2,88,2,2,1,0,0,rectangle,2,2,1,0,0,4,3,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",2,2,1,0,0,0,87,87,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,1,PF,,7,4.23859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,82,1,0,0,response1disk,5,89,5,2,1,0,0,rectangle,5,2,1,0,0,4,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",5,2,1,0,0,0,88,88,28,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,4,FF,,7,1.31774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,75,1,0,0,response1disk,6,90,18,-3,1,0,0,rectangle,18,-3,1,0,0,4,1,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",18,-3,1,0,0,0,89,89,122,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,3,PF,,7,2.38981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,83,1,0,0,response1disk,8,91,12,4,1,0,0,rectangle,12,4,1,0,0,4,5,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",12,4,1,0,0,0,90,90,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e68cedf12215e16f2b39fe3,5fe19771c274b3c312ccae4c,2020-12-22_08h53.16.895,FlowerSimilarity_Experiment,2020.1.2,Win32,60,5fe17d4a51f3a9c1a60f9869,,,,,,,,,,,,,,,,,,,7,PF,,0,1.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,104,1,0,0,response7disk,3,92,7,3,1,0,0,rectangle,7,3,1,0,0,4,2,"[66,8,178,45,101,63,155,129,12,223,122,291,183,219,79,295,147,14,191,7]",7,3,1,0,0,0,91,91,81,1,,,,,,,,,,,,,,,,,,,,,,,
